Plant Name,Capacity (MW),Project Status,Year of Commission,Technology,State,Country,Region,Estimated Annual CO2 Emission from Power Generation (1000 ton),Deal type,FDI?,Investing Company,Investing Country Ownership %,FDI Deal Type,Involving Chinese Policy bank?,Lender,Borrower,Source ,,,,,,
Korangi 1,66,In Operation,2018,Gas,Sindh,PAKISTAN,South Asia,196,M&A,Yes,State Power Investment Corporation,66,M&A,No,NA,NA,http://www.sohu.com/a/196179709_771896,,,,,,
Korangi 2,79,In Operation,2018,Gas,Sindh,PAKISTAN,South Asia,234,M&A,Yes,State Power Investment Corporation,66,M&A,No,NA,NA,http://www.sohu.com/a/196179709_771896,,,,,,
Korangi Creek 1,80,In Operation,2018,Gas,Sindh,PAKISTAN,South Asia,238,M&A,Yes,State Power Investment Corporation,66,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/41115,http://globalenergyobservatory.org/geoid/41115,,,,,
Korangi Creek 2,108,In Operation,2018,Gas,Sindh,PAKISTAN,South Asia,321,M&A,Yes,State Power Investment Corporation,66,M&A,No,NA,NA,http://globalenergyobservatory.org/geoid/41115,http://globalenergyobservatory.org/geoid/41115,,,,,
Korsze,70,In Operation,2018,Wind,Warminsko-Mazurskie,POLAND,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,https://poland.edpr.com/sites/default/files/portal.edpr/documents/edpr_2011_korsze_eia-non-technical-summary_en1.pdf,https://poland.edpr.com/sites/default/files/portal.edpr/documents/edpr_2011_korsze_eia-non-technical-summary_en1.pdf,,,,,
Kostolac,350,Under Construction,2023,Coal,Branicevo,SERBIA,Europe/Central Asia,2276,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,https://www.reuters.com/article/serbia-energy-china/china-to-help-serbia-build-350-mw-coal-fired-power-plant-media-idUSL6N0TY0MD20141214,,,,,,
Kpone Asogli,180,In Operation,2015,Gas,Western,GHANA,Africa,506,Greenfield,Yes,Shenzhen Energy Corporation,Not found,Greenfield,No,NA,NA,http://sunonasogli.com/companys-milestones/,,,,,,
Kpone Asogli 1,210,In Operation,2011,Gas,Western,GHANA,Africa,591,Greenfield,Yes,Shenzhen Energy Corporation,60,Greenfield,No,NA,NA,"https://en.wikipedia.org/wiki/Sonon_Asogli_Thermal_Power_Station , https://ppi.worldbank.org/snapshots/project/Sunon-Asogli-Gas-Fired-Power-Plant-6461 , http://sunonasogli.com/about-us/",,,,,,
Kpone Asogli 2 ,180,In Operation,2016,Gas,Western,GHANA,Africa,506,Greenfield,Yes,Shenzhen Energy Corporation,60,Greenfield,No,NA,NA,"https://en.wikipedia.org/wiki/Sonon_Asogli_Thermal_Power_Station , https://ppi.worldbank.org/snapshots/project/Sunon-Asogli-Gas-Fired-Power-Plant-6461 , http://sunonasogli.com/about-us/",,,,,,
Kpone Asogli 3,180,Under Planning,Pending,Gas,Western,GHANA,Africa,506,Greenfield,Yes,Shenzhen Energy Corporation,100,Greenfield,No,NA,NA,,,,,,,
Kpone Coal,700,Under Planning,Pending,Coal,Western,GHANA,Africa,4684,Greenfield,Yes,Shenzhen Energy Corporation,Not found,Greenfield,No,NA,NA,https://www.ghanaweb.com/GhanaHomePage/business/Sunon-Asogli-to-operate-zero-discharge-700MW-coal-plant-308256,,,,,,
Kuala Langat,808,In Operation,2016,Gas,Selangor,MALAYSIA,Southeast Asia,2404,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,"https://www.reuters.com/article/us-malaysia-1mdb/malaysias-1mdb-sells-power-assets-to-china-firm-for-2-3-billion-idUSKBN0TC0PT20151123,  http://www.edra.energy/overview, http://www.edra.energy/portfolio-of-assets , http://www.edra.energy/malaysia",,,,,,
Kushiara,163,In Operation,2018,Gas,Sylhet,BANGLADESH,South Asia,485,Greenfield,Yes,Shenzhen Nanshan Power Co,NA,Greenfield,No,NA,NA,https://www.nsenergybusiness.com/news/max-groups-163mw-gas-fired-power-plant-in-bangladesh-begins-operations/,https://www.nsenergybusiness.com/news/max-groups-163mw-gas-fired-power-plant-in-bangladesh-begins-operations/,,,,,
Kusile 1,800,In Operation,2017,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
Kusile 2,800,Under Construction,2019,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
Kusile 3,800,Under Construction,2020,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
Kusile 4,800,Under Construction,2021,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
Kusile 5,800,Under Construction,2021,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
Kusile 6,800,Under Construction,2022,Coal,Mpumalanga,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://www.fin24.com/Economy/Eskom/eskom-inks-r334bn-loan-deal-with-china-development-bank-20180724,,http://www.cdb.com.cn/xwzx/khdt/201807/t20180726_5285.html,,,,
La Confluencia,166,In Operation,2016,Hydropower,VI Region,CHILE,LAC,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,"http://pacifichydro.com/english/projects/chile/la-confluencia-hydro-plant/ , http://pacifichydro.cl/2016/02/01/spic-concreta-compra-de-pacific-hydro/","http://pacifichydro.com/english/projects/chile/la-confluencia-hydro-plant/ , http://pacifichydro.cl/2016/02/01/spic-concreta-compra-de-pacific-hydro/",,,,,
La Higuera,155,In Operation,2016,Hydropower,VI Region,CHILE,LAC,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,http://en.spicoi.com/Mobile/Show/index/cid/21/id/19.html,http://en.spicoi.com/Mobile/Show/index/cid/21/id/19.html,,,,,
La Rosita,1040,In Operation,2016,Gas,BC,MEXICO,LAC,2536,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,"http://www.chng.com.cn/n31533/n31685/n106253/n709042/index.html , http://globalenergyobservatory.org/geoid/3947",,,,,,
Laterza Edp,14,In Operation,2016,Wind,,ITALY,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,http://www.mofcom.gov.cn/article/i/jyjl/m/201601/20160101228309.shtml,,,,,,
Limanskaya,43,In Operation,2013,Solar,Odessa,UKRAINE,Europe/Central Asia,0,Greenfield,Yes,China National Building Material,100,Greenfield,No,NA,NA,,,,,,,
Linowo,42,In Operation,2016,Wind,Kujawsko-Pomorskie,POLAND,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,http://www.mofcom.gov.cn/article/i/jyjl/m/201601/20160101228309.shtml,,,,,,
Long Lake Nexen,170,In Operation,2007,Gas,AB,CANADA,North America,414,Greenfield,Yes,China National Offshore Oil Corporation,NA,Greenfield,No,NA,NA,http://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2005/U2005-231.pdf,http://www.auc.ab.ca/regulatory_documents/ProceedingDocuments/2005/U2005-231.pdf,,,,,
Longreach Solar,17,Under Construction,2018,Solar,QLD,AUSTRALIA,Oceania,0,Greenfield,Yes,Canadian Solar,100,Greenfield,No,NA,NA,,,,,,,
Lower Sesan-Ii,400,In Operation,2017,Hydropower,Stung Treng,CAMBODIA,Southeast Asia,0,Greenfield,Yes,China Huaneng Group,Not Found,Greenfield,No,NA,NA,"http://www.chinadaily.com.cn/m/powerchina/2018-10/23/content_37174891.htm , http://www.hydrosesan2.com/project.php",,,,,,
Lucas Nogueira Garcez,74,In Operation,2017,Hydropower,SP,BRAZIL,LAC,0,M&A,Yes,China Three Gorges Corporation,100,M&A,No,NA,NA,http://world.people.com.cn/n1/2016/1012/c1002-28770313.html,,,,,,
Ludesa,30,In Operation,2017,Hydropower,SC,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Lumbis Ogong,600,Under Planning,Pending,Hydropower,North Kalimantan,INDONESIA,Southeast Asia,0,Greenfield,Yes,HANERGY GROUP CO LTD,Not found,Greenfield,No,NA,NA,"https://www.korankaltim.com/arsip/pt-henergy-power-indonesia-investasikan-rp78-triliun , https://id.berita.yahoo.com/china-bangun-plta-600-mw-dan-smelter-bauksit-095316733.html",,,,,,
Maasstroom,428,In Operation,2011,Gas,ZH,NETHERLANDS,Europe/Central Asia,1019,M&A,Yes,China Huaneng Group,50,M&A,No,NA,NA,"http://www.chng.com.cn/n31533/n31685/n106253/n709042/index.html , https://www.power-technology.com/projects/maasstroom-energie/",,,,,,
Macacaos,21,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Maerdy,24,In Operation,2013,Wind,Rhondda Cynon Taf (Wales),UK,Europe/Central Asia,0,Greenfield,Yes,Envision Energy,100,Greenfield,No,NA,NA,,,,,,,
Mahmoud Sharif,200,In Operation,2015,Oil,Khartoum,SUDAN,Africa,913,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.cbos.gov.sd/sites/default/files/annual05_1.pdf,,,,,,
Malhanito,58,In Operation,2013,Wind,Faro,PORTUGAL,Europe/Central Asia,0,Greenfield,Yes,China Three Gorges Corporation,50,Greenfield,No,NA,NA,https://www.windpowermonthly.com/article/980275/wind-wire-portugal---green-light-malhanito-wind-park,https://www.windpowermonthly.com/article/980275/wind-wire-portugal---green-light-malhanito-wind-park,,,,,
Mambilla,3048,Under Construction,2023,Hydropower,Taraba,NIGERIA,Africa,0,Policy bank only,No,NA,NA,NA,Yes,Ex-Im Bank,Government,http://www.hydroworld.com/articles/2017/07/construction-begins-on-nigeria-s-3-050-mw-mambilla-hydropower-plant.html,,,,,,
Mantaung,225,Under Planning,Pending,Hydropower,Shan,MYANMAR,Southeast Asia,0,Greenfield,Yes,PowerChina,Not found,Greenfield,No,NA,NA,"https://burmariversnetwork.org/title/dam-projects/noung-pha-and-man-taung-hydropower-project.html , https://burmariversnetwork.org/news/myanmar-to-reap-10-from-thanlwin-hydropower-project",,,,,,
Margonin,120,In Operation,2016,Wind,Wielkopolskie,POLAND,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,49,M&A,No,NA,NA,https://www.ebrd.com/work-with-us/projects/esia/margonin-wind-farm.html,https://www.ebrd.com/work-with-us/projects/esia/margonin-wind-farm.html,,,,,
Mariveles Coal,600,In Operation,2014,Coal,Bataan (Central Luzon),PHILIPPINES,Southeast Asia,3024,Policy bank only,No,NA,NA,NA,Yes,CDB,GNPower,https://en.wikipedia.org/wiki/Mariveles_Coal-Fired_Power_Plant,,,,,,
Markbygden Ett,644,Under Construction,2019,Wind,Norrbotten,SWEDEN,Europe/Central Asia,0,Greenfield,Yes,China General Nuclear Power Group,75,Greenfield,No,NA,NA,"https://finance.china.com/industrial/11173306/20180718/32698972.html , https://www.power-technology.com/projects/markbygden-ett-windfarm/",,,,,,
Mashiki Solar,48,In Operation,2017,Solar,Kumamoto,JAPAN,East Asia,0,Greenfield,Yes,Canadian Solar,Not Found,Greenfield,No,NA,NA,"https://www.rechargenews.com/solar/868685/canadian-solar-to-build-its-largest-japan-project-with-47mw-mashiki , https://www.pv-magazine.com/2017/07/18/canadian-solar-begins-operation-on-52-5-mwp-of-solar-plants-in-japan/",,,,,,
Mata Velha,24,In Operation,2017,Hydropower,MG,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Mataraca Millenium,10,In Operation,2017,Wind,PB,BRAZIL,LAC,0,M&A,Yes,State Power Investment Corporation,100,M&A,No,NA,NA,Dealogic,,,,,,
Mazar Dudas,7,Under Construction,2019,Hydropower,Canar,ECUADOR,LAC,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Petroecuador,http://online.wsj.com/article/SB10001424052702304314404576412373916029508.html,,,,,,
Mckenzie (Galt),30,In Operation,2015,Solar,CA,USA,North America,0,M&A,Yes,Canadian Solar,100,M&A,No,NA,NA,,,,,,,
Medupi 1,800,Under Construction,2020,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Medupi 2,800,Under Construction,2019,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Medupi 3,800,Under Construction,2019,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Medupi 4,800,In Operation,2017,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Medupi 5,800,In Operation,2017,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Medupi 6,800,In Operation,2015,Coal,Limpopo,SOUTH AFRICA,Africa,5353,Policy bank only,No,NA,NA,NA,Yes,CDB,Eskom,https://en.wikipedia.org/wiki/Medupi_Power_Station,,http://www.eskom.co.za/Whatweredoing/NewBuild/MedupiPowerStation/Pages/Medupi_Power_Station_Project.aspx,,,,
Mee Laung Gyaing,1390,Under Planning,Pending,Gas,Ayeyawady,MYANMAR,Southeast Asia,4134,Greenfield,Yes,Zhefu Holdings,Not found,Greenfield,No,NA,NA,https://www.mmtimes.com/news/mee-laung-gyaing-lng-project-commence-construction-soon.html,,,,,,
Meerwind Sud/Ost,288,In Operation,2016,Wind,SH,GERMANY,Europe/Central Asia,0,M&A,Yes,China Three Gorges Corporation,80,M&A,No,NA,NA,"https://m.21jingji.com/article/20160725/herald/72c33b73365d36da62e94f51616a6ba3.html , https://www.power-technology.com/projects/meerwind-sdost-wind-project-north-sea/",,,,,,
Meghnaghat Pendekar,450,In Operation,2016,Gas,Dhaka,BANGLADESH,South Asia,1339,M&A,Yes,China General Nuclear Power Group,55,M&A,No,NA,NA,"https://www.power-technology.com/projects/meghnaghat/ ,http://globalenergyobservatory.org/geoid/40455","https://www.power-technology.com/projects/meghnaghat/ ,http://globalenergyobservatory.org/geoid/40455",,,,,
Memve'Ele,210,In Operation,2018,Hydropower,Sud,CAMEROON,Africa,0,FDI + Policy bank,Yes,PowerChina,Not Found,Greenfield,Yes,Ex-Im Bank,Government,https://www.esi-africa.com/top-stories/cameroon-and-sinohydro-partner-for-the-memve-ele-hydropower-station-project/,,https://www.esi-africa.com/top-stories/cameroon-and-sinohydro-partner-for-the-memve-ele-hydropower-station-project/,,,,
Mesobo-Harena,51,Under Planning,Pending,Wind,Tigray,ETHIOPIA,Africa,0,Greenfield,Yes,PowerChina,Not found,Greenfield,No,NA,NA,https://news.trust.org/item/20120928124800-9ym0w/,,,,,,
Metz Solar,115,Under Planning,Pending,Solar,NSW,AUSTRALIA,Oceania,0,Greenfield,Yes,CLENERGY (XIAMEN) TECH CO LTD,Not found,Greenfield,No,NA,NA,http://www.metzsolarfarm.com.au,,,,,,
Meulaboh,600,Under Planning,Pending,Coal,Aceh,INDONESIA,Southeast Asia,3024,Greenfield,Yes,China Datang,Not found,Greenfield,No,NA,NA,https://www.rambuenergy.com/2017/09/indonesias-pp-injects-capital-to-subsidiary-ties-up-with-china-datang-sewatama-to-develop-power-plant/,,,,,,
Millmerran,880,In Operation,2003,Coal,QLD,AUSTRALIA,Oceania,5351,M&A,Yes,China Huaneng Group,27,M&A,No,NA,NA,"http://www.chng.com.cn/eng/n75871/n75965/n1112734/index.html , http://www.chng.com.cn/eng/n75871/n75965/c212702/content.html , https://www.electricityforum.com/news-archive/dec03/Huaneng",,,,,,
Minas San Francisco,270,In Operation,2018,Hydropower,Guayas,ECUADOR,LAC,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Petroecuador,http://online.wsj.com/article/SB10001424052702304314404576412373916029508.html,,https://www.hydroworld.com/articles/print/volume-19/issue-5/articles/financing/banks-provide-critical-support-for.html,,,,
Minsk-5,400,In Operation,2012,Gas,Minsk,BELARUS,Europe/Central Asia,952,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,http://china.mfa.gov.by/zh/invest/aboutinvest/,,,,,,
Mong Duong-Ii,1242,In Operation,2015,Coal,Quang Ninh,VIETNAM,Southeast Asia,6260,Greenfield,Yes,China Investment Corp,19,Greenfield,No,NA,NA,"https://www.power-technology.com/projects/mong-duong-2-coal-fired-power-project/ , https://ppi.worldbank.org/snapshots/project/mong-duong-ii-thermal-power-generation-project-5919",,,,,,
Mongla Solar,100,Under Planning,Pending,Solar,Khulna,BANGLADESH,South Asia,0,Greenfield,Yes,CHINA SUNERGY CO,Not found,Greenfield,No,NA,NA,https://renewablesnow.com/news/bangladesh-approves-258-mw-of-new-solar-projects-560134/,,,,,,
Monnaboy,12,In Operation,2016,Wind,County Derry,UK,Europe/Central Asia,0,Greenfield,Yes,China General Nuclear Power Group,100,Greenfield,No,NA,NA,https://wallstreetcn.com/articles/280347,,,,,,
Monts-Du-Lomont,30,In Operation,2015,Wind,Doubs,FRANCE,Europe/Central Asia,0,Greenfield,Yes,Envision Energy,100,Greenfield,No,NA,NA,,,,,,,
Moorabool,321,Under Construction,2020,Wind,VIC,AUSTRALIA,Oceania,0,Greenfield,Yes,Xinjiang Goldwind Science & Technology (Goldwind),NA,Greenfield,No,NA,NA,"https://mooraboolwindfarm.com/project/ , http://www.goldwindaustralia.com/projects/planned/moorabool-wind-farm/, https://reneweconomy.com.au/moorabool-wind-farm-begins-construction-in-victoria-70001/",,,,,,
Moragahakanda 1,8,Under Construction,2020,Hydropower,Central,SRI LANKA,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,http://silkroad.news.cn/2018/0202/82849.shtml,,http://www.chinadaily.com.cn/cndy/2017-03/13/content_28527091.htm,,,,
Moragahakanda 2,8,Under Construction,2022,Hydropower,Central,SRI LANKA,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,http://silkroad.news.cn/2018/0202/82849.shtml,,http://www.chinadaily.com.cn/cndy/2017-03/13/content_28527091.htm,,,,
Moragahakanda 3,5,In Operation,2017,Hydropower,Central,SRI LANKA,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,http://silkroad.news.cn/2018/0202/82849.shtml,,http://www.chinadaily.com.cn/cndy/2017-03/13/content_28527091.htm,,,,
Moragahakanda 4,5,In Operation,2017,Hydropower,Central,SRI LANKA,South Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,http://silkroad.news.cn/2018/0202/82849.shtml,,http://www.chinadaily.com.cn/cndy/2017-03/13/content_28527091.htm,,,,
Moray East Maccoll,940.5,Under Planning,Pending,Wind,Highland,UK,Europe/Central Asia,0,Greenfield,Yes,China Three Gorges Corporation,10,Greenfield,No,NA,NA,https://www.offshorewind.biz/2019/01/03/china-three-gorges-joins-moray-east-team/,,,,,,
Morro Dos Ventos-I,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morro Dos Ventos-Ii,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morro Dos Ventos-Iii,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morro Dos Ventos-Iv,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morro Dos Ventos-Ix,30,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morro Dos Ventos-Vi,29,In Operation,2017,Wind,RN,BRAZIL,LAC,0,M&A,Yes,State Grid Corporation of China,95,M&A,No,NA,NA,https://macauhub.com.mo/zh/2017/12/01/pt-grupo-china-state-grid-controla-9476-do-capital-da-brasileira-cpfl-energia/,,,,,,
Morton'S Lane,20,In Operation,2014,Wind,VIC,AUSTRALIA,Oceania,0,M&A,Yes,China General Nuclear Power Group,100,M&A,No,NA,NA,http://www.nea.gov.cn/2012-06/29/c_131684771.htm,,,,,,
Moynak,300,In Operation,2011,Hydropower,Almaty,KAZAKHSTAN,Europe/Central Asia,0,Policy bank only,No,NA,NA,NA,Yes,CDB,Government,https://www.banktrack.org/download/time_to_go_green_chinese_/070507_time_to_go_green_chinese.pdf,,,,,,
Mozura,46,Under Construction,2019,Wind,Ulcinj,MONTENEGRO,Europe/Central Asia,0,Greenfield,Yes,State Power Investment Corporation,70,Greenfield,No,NA,NA,http://www.spic.com.cn/jtcynew/jw/,,,,,,
Mugga Lane,13,In Operation,2017,Solar,ACT,AUSTRALIA,Oceania,0,Greenfield,Yes,Zhenfa New Energy,100,Greenfield,No,NA,NA,,,,,,,
